column_name,normalized_label,map_id
termin nastehovani,none,189
cena rezervovaneho sklepa kc m2,none,160
zahrada m2 m2,garden_area,36
akce m2,none,103
jednotky,id,423
podlahova plocha m2 m2,floor_area,131
plocha m2,floor_area,4
ozelenena terasa m2,terrace_area,154
balkon terasa,exterior_area,286
akcni cena m2,price,512
typ domu,none,419
detail m2,none,288
c jednotky m2,id,535
plocha m2,floor_area,167
balkon terasa m2,balcony_area,533
velikost bytu m2,floor_area,347
storage box m2,none,278
cena za prislusenstvi s dph,price,192
balkon terasa m2 m2,exterior_area,179
cena vc dph,price,467
cena od kc m2,price,144
lyout m2,layout,296
pocet pater,none,446
garazove stani ks m2,none,251
balkon terasa m2,terrace_area,132
terasa m2,terrace_area,406
podlahova plocha,floor_area,209
celkova plocha m2 m2,none,216
plocha bytu,floor_area,305
sklepni koje m2 m2,cellar_area,215
parkovaci misto,none,204
celkova plocha uzitna m2,floor_area2,383
vymera m2,floor_area,46
celkova plocha m2,total_area,222
balkon terasa predzahradka,exterior_area,358
b l t m2 3,balcony_area,579
terasa balkon m2,exterior_area,577
typ nabidky,category,353
poptat byt,none,351
lodzie terasa,balcony_area,427
cena byt vc dph,price,376
celkem,none,566
typ,category,369
parkng,parking_place_number,564
cista plocha bytu,floor_area,243
cena bez dph,none,324
celkova plocha m2,floor_area,152
cena s dph,price,121
podrobnosti,none,412
b t,exterior_area,593
sklepni koje,cellar_area,211
vizualizace domu,none,441
p t b m2,exterior_area,16
disp,layout,329
rooftop terrace m2,terrace_area,300
available flats count,none,574
cena rezervovaneho sklepa kc,none,160
byt zn m2,id,452
min vklad,none,130
cislo domu,id,264
cena byt vc dph m2,price,376
cena s dph,price,121
cena vc dph,price,467
velikost bytu m2,layout,474
interier,floor_area,583
balkon predzahradka terasa m2,garden_area,168
price czk,price,141
cena bytu s dph m2,price,360
sklepni koje m2,cellar_area,215
cena 12 dph m2,price,544
cena kc,price,38
zakladni cena,price,487
plocha lodzie zahrady balkonu v m2,exterior_area,257
pozemek m2,total_area,589
exterier,exterior_area,190
stav pouze volne,availability,394
balkon lodzie terasa,exterior_area,164
podlazi cislo,floor,447
lodzie terasa predzahradka,exterior_area,598
cena m2,price,6
pozemek m2,total_area,434
projekt m2,none,396
sklepni koje m2,cellar_area,337
strop m,none,370
price of amenities inc vat,price,200
termin nastehovani m2,none,189
terasa balkon lodzie zahradka m2,exterior_area,188
balkon terasa m2,exterior_area,286
garazove stani ks,none,251
c bytu,id,413
kupni cena s dph m2,price,621
poptat byt m2,none,351
balkon terasa m2 m2,balcony_area,47
total area,total_area,297
price of amenities inc vat,price,200
budova m2,building,499
price of amenities inc vat,price,200
podlah plocha,floor_area,330
balcony terrace m2,exterior_area,139
cena bytu vc dph m2,price,165
celkova ceny bytu s dph,price,258
zahrada s terasou m2,garden_area,364
cena,price,560
cena za byt s dph bez prislusenstvi,price,191
predzahradka,garden_area,48
plocha m2,floor_area,515
rooms range,none,571
plocha sklepa m2,cellar_area,307
loggia terrace,balcony_area,196
parkng m2,parking_place_number,564
podlahova plocha m2,floor_area,157
cena za bytovou jednotku s dph,price,378
sklepni koje ks,none,252
oznaceni bytu,id,173
uzitna plocha m2 m2,floor_area2,245
vybaveni 2,none,332
projekt,none,281
castecne vybaveno m2,none,308
dum m2,id,433
podlah plocha,floor_area,330
cena celkem vc dph,price,45
floor,floor,135
plocha m2,floor_area,119
podl plocha2 m2,floor_area,504
stav jednani,availability,28
plan pdf,none,619
dum,id,102
garaz,none,218
druh m2,category,545
velikost bytu m2,layout,474
plocha balkonu m2,balcony_area,306
typ jednotky,category,270
dispozice,layout,3
vymera bytu,floor_area,150
garaz m2,parking_place_number,549
sklep sklepni koje m2,cellar_area,271
typ m2,category,13
cena kc,price,285
detail bytu m2,none,7
oznaceni bytu m2,id,173
m2 pozemku m2,garden_area,107
balkon lodzie terasa,exterior_area,164
byt,id,429
terasa lodzie m2,terrace_area,30
byt m2,id,273
byt cislo,id,225
m2 bytu,floor_area,106
sekce,building,525
balkon terasa m2 m2,balcony_area,460
kontakt,none,156
lodzie terasa,balcony_area,427
castecne vybaveno,none,308
terasa zahrada m2,exterior_area,348
cena bytu vc dph m2,price,176
cislo domu,id,264
plocha predzahradky,garden_area,595
pl podl,floor_area,289
stav pouze volne,availability,394
vymera pozemku,total_area,439
cena byt vc dph,price,376
plocha bytu m2,floor_area,465
b l t m2 1 m2,terrace_area,331
terasa 2 np,terrace_area,368
soubor,none,291
celkova cena,price,596
c bytu,id,524
stav m2,availability,9
predzah m2,garden_area,240
prodejni cena m2,price,213
cena vc dph 1,price,581
cena prislusenstvi vc dph,none,497
dispozice m2,layout,237
stav prodeje,availability,552
aktualni stav domu,none,437
plocha celkem,floor_area,202
disp,layout,329
total area m2,total_area,297
celkova uzitna plocha,floor_area2,538
prisl m2,exterior_area,617
cena za m2,none,493
pocet mistnosti,layout,105
prislusenstvi zahrada m2 lodzie m2 terasa m2,exterior_area,261
balkon terasa,exterior_area,377
mam zajem,none,542
plocha domu od m2,floor_area,143
cena kc,price,59
jednotka c m2,id,382
flat,id,345
investicni potencial m2,none,162
podlahova plocha vc garaze,floor_area,366
karta jednotky m2,none,309
cena za prislusenstvi s dph m2,price,192
balkon terasa m2 m2,exterior_area,500
available flats count,none,574
oznaceni m2,id,29
storage box m2,none,278
celkova plocha m2,total_area,340
byt c,id,254
balkon 2,balcony_area,392
stav prodeje,availability,232
sklep m2,none,317
balkon 2,balcony_area,392
vizualizace domu m2,none,441
poptat m2,none,401
balkon m2 m2,balcony_area,547
c jednotky,id,219
cena bytu vc dph,price,165
uzit plocha m2,floor_area2,532
plocha bytu m2 m2,floor_area,622
prislusenstvi zahrada m2 lodzie m2 terasa m2,exterior_area,261
balkon terasa m2,exterior_area,526
balkon terasa m2 m2,terrace_area,132
terasa zahrada,exterior_area,172
terasy zahrady,exterior_area,483
parkovaci misto,none,204
apartment,id,193
pdf,none,123
cena kc,price,38
p t b,exterior_area,16
byt m2,id,32
front garden m2,garden_area,197
vymera pozemku m2,total_area,142
pozemek,total_area,41
cena zakladni kc m2,price,551
stav m2,availability,114
podlahova plocha vc garaze,floor_area,366
provedeni m2,none,620
cena celkem vc 12 dph,price,393
typ m2,category,514
terasa lodzie m2,balcony_area,181
predzahrada m2,garden_area,529
balkon m2,balcony_area,547
c kn,none,234
floor area,floor_area,298
terasa bal,exterior_area,508
druh,category,545
soubor,none,291
garazove stani m2,parking_place_number,389
detail bytu,none,7
stav,availability,9
plocha m2,floor_area,119
terasa bal,exterior_area,508
plocha bytu m2,floor_area,465
podlazi m2,floor,117
floor area,floor_area,298
parkovani zdarma m2,none,527
aktualni stav,availability,263
dokumentace,none,428
galerie pracovna,none,585
rok dokonceni,none,473
celkova plocha m2,total_area,340
cena za m2,none,493
balkon terasa m2,terrace_area,132
celkova podlahova plocha m2 m2,floor_area,260
b t3 m2,exterior_area,505
podl plocha1,floor_area,592
plocha m2,floor_area,167
cena 12 dph m2,price,544
balkon terasa m2,exterior_area,500
cena rezervovaneho sklepa kc,none,160
uzitna plocha bytu,floor_area2,482
lodzie terasa predzahradka,exterior_area,598
predzahradka,garden_area,48
cena,price,411
terasa zahrada m2,exterior_area,348
mam zajem m2,none,542
c,id,601
uzitna plocha m2,floor_area2,147
plocha,floor_area,274
cena garazoveho stani m2,none,495
rodinny dum,id,594
cena vc dph,price,467
balkon terasa,terrace_area,543
plocha bytu,floor_area,305
balkon terasa,exterior_area,286
cena vc dph,price,467
cena za byt s dph bez prislusenstvi,price,191
balkon terasa,terrace_area,543
vymera m2 m2,floor_area,546
plocha terasy balkonu,terrace_area,244
cena,price,485
terasa lodzie m2 m2,exterior_area,313
cista plocha,floor_area,513
terasy zahrady,exterior_area,483
cislo jednotky,id,1
m2 bytu,floor_area,106
podlazi m2,floor,236
cena byt vc dph,price,376
interier m2,floor_area,583
plocha mistnosti,floor_area,510
cena s dph kc m2,price,491
vyber k poptavce,none,362
cena s dph 12,price,582
plocha pozemku,total_area,148
balkon terasa m2,exterior_area,377
zastavena plocha v m2,none,266
terasa balkon lodzie zahradka m2,exterior_area,188
stav prodeje,availability,552
plocha predzahradky m2,garden_area,230
terasa v m2,terrace_area,477
uzitna plocha m2,floor_area2,245
dostupnost,availability,502
uzitna plocha bytu,floor_area2,482
cena za bytovou jednotku s dph m2,price,378
cena s dph,price,155
formular m2,none,187
typ prostoru,category,321
price range,none,575
kod,id,336
vybaveni 2,none,332
uzitna plocha m2,floor_area2,25
lodzie terasa predzahradka,balcony_area,586
cena m2,price,6
patro,floor,61
cena bytu vc dph,price,165
domy,id,486
pozemek m2,total_area,613
rooms range m2,none,571
typ jednotky m2,category,270
oznaceni,id,29
celkova plocha,floor_area,152
balkon lodzie terasa predzahradka m2 m2,balcony_area,272
type m2,none,608
budova m2,building,235
id m2,id,42
gs,none,471
plocha1 m2,floor_area,443
available flats count,none,574
stav inzerce,availability,556
front garden,garden_area,197
cena s dph kc m2,price,518
uzitna plocha m2,floor_area2,23
balkon terasa m2,terrace_area,132
cena vc dph,price,171
terasy zahrady,exterior_area,483
termin dokonceni,none,420
cislo a oznaceni bytu,id,226
balkon m2,balcony_area,521
detail,none,488
type m2,category,137
uzitna plocha m2,floor_area2,220
sklepni koje ks,none,252
zahrada m2,garden_area,36
terasa balkon m2 m2,terrace_area,338
cena kc,price,498
plocha sklepa,cellar_area,307
garaz,none,218
parkovaci stani m2,parking_place_number,410
vymera celkem v m2,total_area,464
balkon terasa m2 m2,exterior_area,516
car lift,none,295
cena vc dph,price,380
do katalogu,none,400
celkova plocha,total_area,212
balkon terasa m2,none,489
byt m2,floor_area,178
c j,id,20
cena garazoveho stani m2,none,495
cena s dph 12 21,price,472
floor area m2,floor_area,298
balkon terasa zahradka m2,balcony_area,555
plocha m2,floor_area,238
celkova plocha m2,total_area,340
pudorys m2,none,247
etapa,none,390
stresni zahrada,terrace_area,470
podlahova plocha m2,floor_area,537
cislo jednotky,id,1
celkova podlahova plocha m2,floor_area,260
cislo m2,id,177
terasa v m2,terrace_area,477
cena bez dph,none,324
pocet pokoju,layout,322
celkova podlahova pl,floor_area,43
uzitna plocha bytu,floor_area2,482
predzahradka m2 m2,garden_area,339
cena kc,price,223
podlahova plocha vc garaze,floor_area,366
b t,exterior_area,593
cena s dph,price,121
completion,none,198
rozloha celkem,floor_area,425
celkova plocha m2,total_area,222
info m2,none,269
sklep sklepni koje m2,cellar_area,614
terasy na strese m2,terrace_area,484
cena 12 dph,price,333
pozemek m2 m2,garden_area,550
zahradka,garden_area,388
pudorys bytu,none,350
plocha rd,floor_area,438
predzahrada,garden_area,435
rozloha,floor_area,453
cena kc,price,59
lodzie terasa m2,balcony_area,158
oblibene,none,163
vynos,none,558
celkova plocha bytu m2,floor_area,174
cena 12 dph m2,price,333
celkova plocha m2 m2,total_area,340
m2 zimni zahrady,garden_area,108
byt zn,id,452
c bytu,id,524
gs,none,471
balkon terasa lodzie zahrada predzahradka,balcony_area,186
stav,availability,534
balkon terasa,balcony_area,363
uzitna plocha m2 1,floor_area2,588
karta domu,none,128
cislo j m2,id,206
name m2,id,454
podlahova plocha m2,floor_area,537
podlahova plocha vc garaze m2,floor_area,366
exterier m2,exterior_area,190
sklad m2,none,315
celkova plocha,none,111
cena jednotky vc dph,price,387
uzitna plocha m2 1,floor_area2,588
budova,building,235
vybaveni,none,404
terasa m2,terrace_area,153
standard m2,none,517
muj vyber,none,567
terasa zahrada m2,terrace_area,284
cena rezervovaneho sklepa kc,none,160
plocha terasy balkonu,terrace_area,244
podlahova plocha m2,floor_area,22
cena za prislusenstvi s dph,price,192
prislusenstvi m2,none,62
dispozice bytu,layout,255
cena v kc vc dph,price,184
jednotka,id,115
terasa zahrada,terrace_area,284
cena vc dph,price,624
cislo a oznaceni bytu,id,226
parkovaci stani,none,15
c j,id,20
muj vyber,none,567
zatravnena terasa terasa m2,terrace_area,402
terasy zahrady m2,exterior_area,483
terasa 1 np m2,terrace_area,367
typ stani m2,none,541
poptat m2,none,401
zahrada m2,garden_area,250
cislo,id,104
cena vc dph,price,231
cena s dph 12 21,price,472
cislo domu,id,264
pudorysy,none,597
plocha prislusenstvi,exterior_area,282
cena vc dph kc,price,444
celkova plocha m2,total_area,37
available flats count,none,574
celkova plocha,none,111
dostupnost,availability,502
balcony terrace m2,exterior_area,139
rooms,layout,606
obytna plocha,floor_area2,426
c kn,none,234
prodejni plocha bytu,floor_area,374
vymera terasy v m2,terrace_area,463
cena vc dph m2,price,171
popis m2,layout,509
cena s dph 12,price,582
cislo m2,id,104
uzitna plocha m2,floor_area2,220
c bytu m2,id,413
nemovitost,id,395
obytna plocha m2,floor_area2,426
cena komplet byt lodzie terasa sklep garazove stani,price,318
cena vc dph kc,price,444
cena komplet byt lodzie terasa sklep garazove stani,price,318
odkaz na dum,none,422
interier,floor_area,583
vymera bytu m2,floor_area,150
price inc vat m2,price,456
cena vcetne dph,price,169
usazeni na pozemku m2,none,440
vymer,floor_area,203
mam zajem m2,none,542
zahrada stresni zahrada m2 m2,garden_area,580
poptat m2,none,8
strop m m2,none,370
castecne vybaveno,none,308
celkova cena vc dph,price,268
terasa balkon m2,exterior_area,577
dostupnost,availability,502
poptavka,none,122
balkon lodzie terasa m2,exterior_area,164
byt m2,id,429
stav,availability,534
projekt m2,none,281
cislo bytu m2,id,311
c jednotky,id,535
total area,total_area,297
celkem,none,566
balkon terasa m2,terrace_area,543
cena sklepa,none,494
kontakt m2,none,156
celkova podlahova pl,floor_area,43
cena vc dph a is,price,563
vymera m2 m2,floor_area,546
cena celkem vc 12 dph,price,393
terasa lodzie m2,balcony_area,181
lodzie terasa,exterior_area,207
cislo domu m2,id,264
balcony terrace m2,exterior_area,139
balkon terasa m2,exterior_area,275
cena vc dph,price,171
final pc kc,price,328
cislo bytu,id,10
cena celkem m2,price,399
cena vc dph,price,380
cena kc,price,498
dostupnost,availability,502
termin dokonceni,none,420
vymera m2,floor_area,46
cena zakladni kc,price,551
cena vc dph,price,231
price range m2,none,575
building,building,194
evidencni cislo,id,445
completion m2,none,198
velikost bytu,layout,474
oblibene m2,none,124
karta bytu,none,53
p t b m2,exterior_area,16
balkon terasa m2 m2,exterior_area,179
cena bytu bez prislusenstvi vc dph m2,price,496
plan pdf m2,none,619
celkova cena vc dph,price,268
cena bytu vc sklepa,price,310
kontakt,none,156
velikost zahrady v m2,garden_area,267
celkova cena s dph m2,price,365
uzitna plocha m2 m2,floor_area2,220
terasa 2 np,terrace_area,368
cena kc m2,price,59
cena vc dph kc,price,444
uzitna plocha m2,floor_area2,245
layout,layout,136
balkon terasa m2,exterior_area,415
cena komplet byt lodzie terasa sklep garazove stani,price,318
podlahova plocha brutto m2 m2,floor_area,57
kupni cena s dph m2,price,621
nastehovani m2,none,224
dum m2,floor_area,418
dostupnost m2,availability,561
konecna cena,price,507
terasa balkon,terrace_area,342
amenities,none,201
uzitna plocha v m2,floor_area2,265
dum m2,id,102
balcony area size,balcony_area,609
area m2,floor_area,138
terasa balkon,exterior_area,540
podl plocha1 m2,floor_area,592
plocha teras m2,terrace_area,210
zastavena plocha v m2,none,266
cena celkem,price,421
muj vyber,none,567
sklepni koje m2 m2,cellar_area,337
uzitna plocha,floor_area2,18
sklep sklepni koje m2 m2,cellar_area,271
balkon terasa predzahradka m2,exterior_area,358
balkon m2,balcony_area,521
vymera bytu,floor_area,150
cislo kod jednotky,id,379
byt,id,273
balkon terasa zahradka m2,balcony_area,555
pudorys pdf m2,none,31
unit no m2,id,134
zahrada s terasou,garden_area,364
zahrada m2,garden_area,343
balkon terasa,none,489
bytova jednotka,id,576
byt v m2,floor_area,475
2 np,none,570
nadstandardni provedeni m2,none,468
floor,floor,135
infolist m2,none,279
sklep m2,cellar_area,548
pozemek m2,garden_area,550
pozemek m2 m2,total_area,589
sklepni koje,cellar_area,211
rodinny dum,id,594
jednotky m2,id,423
typ vlastnictvi m2,none,629
do katalogu m2,none,400
usazeni na pozemku,none,440
orientation of windows,orientation,140
kod m2,id,457
sklep m2,none,317
plocha m2,floor_area,323
pdf bytu m2,none,602
orientation of windows,orientation,140
balkon terasa predzahradka,exterior_area,358
terasa balkon m2,exterior_area,577
pudorys bytu m2,none,350
byt zn,id,452
cena celkem,price,421
cena,price,485
oznaceni m2,id,341
typ vlastnictvi,none,629
formular,none,187
terasa lodzie m2,balcony_area,181
oznaceni,id,29
terasa balkon predzahradka m2 m2,exterior_area,449
unit no,id,134
vymera pozemku,total_area,439
terasa balkon,terrace_area,342
cena kc,price,285
celkova podlahova plocha m2,floor_area,260
plocha svislych konstrukci,none,384
balkon terasa,balcony_area,27
price of amenities inc vat,price,200
uzitna plocha,floor_area2,217
balkon lodzie terasa predzahradka m2 m2,balcony_area,615
b t3 m2,exterior_area,505
predzahradka m2,garden_area,133
bytova jednotka,id,576
terasa lodzie,terrace_area,30
pocet mistnosti m2,layout,105
etapa m2,none,390
stav prodeje m2,availability,232
cenikova cena,price,511
podlahova plocha m2 m2,floor_area,157
area size,floor_area,607
cena zakladni kc,price,551
plocha bytu,floor_area,305
sklep m2 m2,cellar_area,548
c jednotky m2,id,219
balkon terasa,exterior_area,286
balkon lodzie terasa predzahradka m2,balcony_area,272
orientace,orientation,314
lodzie terasa m2,balcony_area,427
stav prodeje m2,availability,232
dokonceni,none,65
b t3,exterior_area,505
celkova cena vc dph,price,268
loggia balcony,balcony_area,299
sklep m2 m2,cellar_area,5
cena vc dph,price,231
cislo j,id,206
stav bytu,none,352
stav jednani,availability,28
detail,none,288
oznaceni,id,125
stresni zahrada,terrace_area,470
typ stani,none,541
obytna plocha,floor_area2,426
cena bytu vc dph,price,165
ozelenena terasa,terrace_area,154
balkon m2,balcony_area,354
predzah m2,garden_area,240
cena kc m2,price,59
balkon terasa m2,terrace_area,132
plocha sklepa m2,cellar_area,307
termin k nastehovani,none,52
aktualni stav,availability,263
celkova plocha bytu m2,floor_area,174
plocha bytu m2,floor_area,616
basement storage m2,cellar_area,301
cislo jednotky m2,id,1
byt,id,273
typ stani m2,none,541
cena vc dph m2,price,467
price inc vat,price,456
balkon terasa lodzie zahrada predzahradka m2,balcony_area,186
cena rezervovane garaze kc m2,none,161
parkovani m2,none,287
cislo bytu m2,id,311
cena kc,price,223
jednotka m2,id,115
info m2,none,269
vymera pozemku m2,total_area,142
zatravnena terasa terasa m2 m2,terrace_area,402
termin dokonceni,none,420
cista plocha bytu,floor_area,243
cena vcetne dph,price,169
c jednotky,id,219
balkon terasa m2,none,489
predzahradka m2,garden_area,48
b t l,exterior_area,129
celkem,none,566
blok,building,116
cislo bytu,id,311
sklep sklepni koje m2,cellar_area,614
celkova plocha m2,none,216
dispozice bytu,layout,255
parkovani zdarma,none,527
parkovani m2,none,287
plocha bytu m2,floor_area,616
vynos,none,558
min vklad,none,130
cena prislusenstvi vc dph,none,497
vymera bytu,floor_area,150
vymera bytu v m2,floor_area,461
cena celkem m2,price,421
podlahova plocha brutto m2,floor_area,57
podlahova plocha,floor_area,405
pl podl,floor_area,289
balkon terasa m2,exterior_area,516
cena s dph 12 21 m2,price,472
obytna plocha,floor_area2,426
cena s dph,price,522
typ jednotky,category,270
nazev m2,id,214
dokonceni m2,none,65
patro m2,floor,61
cena celkem m2,price,421
dum cislo,id,436
celkova plocha m2,total_area,37
terasa balkon,balcony_area,431
cena m2,price,560
balkon terasa m2,balcony_area,47
cena vc dph m2,price,231
plocha,floor_area,11
cena zakladni kc,price,551
zahrada m2,garden_area,250
floor space,floor_area,195
prislusenstvi v cene,none,326
konecna cena,price,507
sklepni koje m2,cellar_area,337
cena za prislusenstvi s dph m2,price,192
area m2 m2,floor_area,138
lodzie terasa m2,exterior_area,599
podlahova plocha brutto m2 m2,floor_area,57
c j,id,20
plocha m2,floor_area,292
terasy zahrady,exterior_area,483
celkova cena s dph,price,365
odh najem,none,557
patro,floor,61
vybaveni 2,none,332
b t z m2,exterior_area,63
prislusenstvi m2,none,530
provedeni,none,620
projekt,none,281
podl plocha1,floor_area,592
balkon terasa m2,balcony_area,460
popis,layout,509
aktualni stav,availability,263
terasa 2 np m2,terrace_area,368
car lift,none,295
balkon 2 m2,balcony_area,392
pozemek,total_area,41
zahrada,garden_area,126
balkon terasa m2,balcony_area,229
detail,none,40
cena s dph 12 21,price,472
usazeni na pozemku m2,none,440
garaz m2,parking_place_number,549
celkova plocha m2,floor_area,152
vymera celkem v m2,total_area,464
terasa lodzie m2,exterior_area,280
akcni cena,price,512
terasa lodzie zahrada m2 m2,terrace_area,175
prislusenstvi zahrada m2 lodzie m2 terasa m2,exterior_area,261
prisl m2 m2,exterior_area,617
area m2,floor_area,572
balkon,balcony_area,334
zastavena plocha v m2,none,266
termin dokonceni m2,none,420
vila,id,612
cena jednotky kc m2,price,159
balkon terasa m2,balcony_area,460
velikost parcely,total_area,562
cena v kc vc dph,price,184
sklad,none,315
sklepni koje m2,cellar_area,337
cena za bytovou jednotku s dph m2,price,378
terasa balkon,exterior_area,540
formular,none,187
b t l m2,exterior_area,129
sklep sklepni koje m2 m2,cellar_area,271
cena bytu vc sklepa,price,310
cista plocha m2,floor_area,513
cena zakladni kc m2,price,551
plocha m2,floor_area,167
terasa balkon m2,terrace_area,338
oblibene,none,124
konecna cena,price,507
prislusenstvi,none,62
uzitna plocha m2 m2,floor_area2,23
cislo j,id,206
uzitna plocha m2,floor_area2,245
balkon terasa m2 m2,terrace_area,132
cena vc dph m2,price,67
cena vc dph kc m2,price,444
predzah m2,garden_area,240
uzitna plocha,floor_area2,18
name m2,id,454
predzahradka,garden_area,409
rooms range,none,571
ev c,id,357
cena kc m2 bez dph m2,none,66
b t l,exterior_area,129
cena v kc vc dph m2,price,184
budova m2,building,499
balkon terasa m2,exterior_area,58
rok dokonceni,none,473
terasa balkon m2,exterior_area,577
celkova uzitna plocha,floor_area2,538
zahrada m2,garden_area,343
terasa lodzie,exterior_area,565
interier m2,floor_area,583
interier,floor_area,583
typ bytu,layout,227
podlahova plocha m2,floor_area,312
cena vc dph 1,price,581
dum,id,102
dokumentace m2,none,428
prisl m2,exterior_area,617
cena vc dph,price,67
cislo bytu,id,520
blok m2,building,481
balkon lodzie terasa predzahradka m2,balcony_area,272
status,availability,611
sklepni koje ks,none,252
cena s dph v kc,price,603
vizualizace domu,none,441
balkon terasa m2,exterior_area,179
balcony area size,balcony_area,609
predzahradka m2 m2,garden_area,133
balkon terasa m2 m2,exterior_area,58
balkon terasa lodzie zahrada predzahradka,balcony_area,186
final pc kc,price,328
plocha sklepa,cellar_area,307
cena vc dph,price,231
plocha m2,floor_area,323
balkon terasa m2,exterior_area,246
sklep sklepni koje m2,cellar_area,271
plocha predzahradky m2,garden_area,230
cislo j,id,206
balcony terrace m2 m2,exterior_area,139
rooms,layout,606
cena celkem vc dph kc,price,253
karta bytu m2,none,553
detail m2,none,488
rooms range,none,571
stav,availability,626
oblibene,none,124
specialni vybaveni m2,none,64
prislusenstvi zahrada m2 lodzie m2 terasa m2 m2,exterior_area,261
konecna cena,price,507
ev c m2,id,357
balkon m2,balcony_area,547
price excluding amenities inc vat,none,199
mam zajem m2,none,542
zahrada s terasou,garden_area,364
c bytu m2,id,524
plocha pozemku m2,total_area,148
c jednotky,id,219
rooms,layout,606
cena vcetne dph,price,169
predzahradka terasa balkon m2,exterior_area,600
cena vc dph,price,467
lodzie terasa m2,exterior_area,599
byt cislo,id,225
b t,exterior_area,593
plocha domu od m2,floor_area,143
cena od m2,price,459
celkova plocha bytu m2 m2,floor_area,174
ev c,id,357
cena vc dph m2,price,51
final pc kc m2,price,328
koupit online m2,none,480
lodzie terasa,exterior_area,207
premium smart,none,587
druh,category,545
floor area,floor_area,298
byt,id,429
area size,floor_area,607
strop m,none,370
balkon terasa m2,exterior_area,179
cena bez dph,none,112
plocha m2 m2,floor_area,515
poptat byt m2,none,351
karta domu,none,128
kontakt m2,none,156
price czk m2,price,141
terasa lodzie zahrada m2,terrace_area,175
balkon terasa m2,exterior_area,58
zahrada,none,151
cena s dph m2,price,155
pozemek,total_area,613
cena jednotky vc dph,price,387
velikost zahrady v m2 m2,garden_area,267
typ,category,514
detail bytu,none,7
kod bytu m2,id,490
podlazi m2,floor,236
konecna cena,price,507
plocha bytu m2,floor_area,622
flat m2,id,345
final pc kc,price,328
flats count,none,573
bytova jednotka,id,149
terasy na strese m2,terrace_area,484
dum m2 m2,floor_area,418
podlazi cislo,floor,447
mam zajem,none,542
karta jednotky,none,309
uzitna plocha,floor_area2,430
floor,floor,135
bytova jednotka m2,id,149
pozemek m2,total_area,21
cena byt vc dph,price,376
garazove stani ks,none,251
zastavena plocha v m2 m2,none,266
status,availability,611
prisl m2,exterior_area,617
balkon terasa m2,exterior_area,246
stav prodeje m2,availability,552
exterier,exterior_area,190
cena s dph kc m2,price,491
uzitna plocha,floor_area2,25
stresni zahrada,terrace_area,470
price,price,304
c kn,none,234
vymera pozemku m2,total_area,439
2 np m2,none,570
zahrada m2 m2,garden_area,182
celkova podlahova plocha m2,floor_area,260
m2 zimni zahrady,garden_area,108
ozelenena terasa,terrace_area,154
status m2,availability,611
dum m2 m2,floor_area,418
c jednotky,id,219
karta jednotky,none,309
c bytu m2,id,524
kolaudace m2,none,145
uzit plocha m2 m2,floor_area2,532
velikost zahrady v m2 m2,garden_area,267
b l t m2,balcony_area,623
plocha m2,floor_area,34
cislo bytu,id,311
typ jednotky,category,270
prodejni plocha bytu,floor_area,374
cena s dph kc,price,450
rooftop terrace,terrace_area,300
sklep m2,cellar_area,183
kolaudace,none,145
celkova ceny bytu s dph,price,258
terasa zahrada m2,exterior_area,348
byt,id,531
celkova plocha m2 m2,none,216
pocet pater,none,446
do katalogu,none,400
plocha svislych konstrukci m2,none,384
floor area,floor_area,298
balkon terasa m2,balcony_area,460
cena,price,501
vynos,none,558
cena za byt s dph bez prislusenstvi,price,191
c kn m2,none,234
predzahradka,garden_area,48
velikost parcely,total_area,562
terasa predzahradka,exterior_area,584
stav,availability,626
terasa 2 np,terrace_area,368
status m2,availability,39
prislusenstvi zahrada m2 lodzie m2 terasa m2,exterior_area,261
cena s dph,price,155
terasa bal,exterior_area,508
celkova ceny bytu s dph,price,258
byt cislo m2,id,225
uzitna plocha,floor_area2,147
soubor m2,none,291
dispozice,layout,3
zahrada m2 m2,garden_area,250
lodzie terasa m2,exterior_area,207
cena s dph v kc,price,478
balkon terasa m2,balcony_area,460
pocet pokoju,layout,322
cena celkem,price,399
odh najem,none,557
plocha m2 m2,floor_area,292
balkon terasa m2,exterior_area,275
sklep komora m2,cellar_area,49
plocha pozemku,total_area,148
cislo bytu m2,id,10
cena v kc vc dph,price,184
pozemek m2,total_area,589
pudorys pdf,none,31
loft no,id,294
lodzie,balcony_area,50
podlahova plocha,floor_area,24
plocha bytu m2,floor_area,305
plocha celkem m2 m2,total_area,372
terasa balkon m2,terrace_area,338
price,price,304
byt m2 m2,floor_area,178
budova,building,26
stav pouze volne,availability,394
specialni vybaveni,none,64
velikost parcely m2,total_area,562
zastavena plocha v m2,none,266
balkon terasa zahradka m2,balcony_area,555
typ jednotky,category,270
cislo,id,104
b t z m2,balcony_area,625
typ jednotky,category,270
plocha predzahradky m2,garden_area,595
kod,id,457
cena sklepa,none,494
evidencni cislo,id,445
parkovaci misto,parking_place_number,349
terasa lodzie,exterior_area,565
blok m2,building,116
rooftop terrace,terrace_area,300
zahradka v m2,garden_area,476
cena s dph v kc,price,478
predzahradka terasa balkon m2 m2,exterior_area,600
terasa m2,terrace_area,458
sekce m2,building,525
price,price,610
m2 bytu,floor_area,106
c m2,id,601
celkova plocha,total_area,391
rooms range,none,571
b l t m2 1,terrace_area,331
typ nabidky,category,353
aktualne m2,availability,259
celkova plocha bez terasy m2,floor_area,385
